host_guid,host_taxon,host_collection,host_group,parasite_record_count,parasite_taxon_count,latitude,longitude,mappable,min_year,max_year,host_url
MSB:Mamm:140959,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:140959
MSB:Mamm:140958,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:140958
MSB:Mamm:92730,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.418171,-107.029218,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:92730
MSB:Mamm:140203,Dipodomys merriami,MSB:Mamm,Mammal,5,5,34.418171,-107.02921799999999,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:140203
MSB:Mamm:65591,Dipodomys ordii,MSB:Mamm,Mammal,2,2,34.29136,-106.935975,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65591
MSB:Mamm:65592,Dipodomys ordii,MSB:Mamm,Mammal,2,2,34.29136,-106.935975,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65592
MSB:Mamm:81338,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81338
MSB:Mamm:85253,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85253
MSB:Mamm:85114,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85114
MSB:Mamm:85262,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.288474,-106.904267,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85262
MSB:Mamm:85409,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.29136,-106.93597500000001,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85409
MSB:Mamm:85341,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.418171,-107.029218,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85341
MSB:Mamm:65619,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.420524,-107.03535900000001,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65619
MSB:Mamm:66447,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.288474,-106.904267,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66447
MSB:Mamm:66449,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.288474,-106.904267,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66449
MSB:Mamm:65601,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.29136,-106.935975,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65601
MSB:Mamm:65602,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.29136,-106.935975,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65602
MSB:Mamm:67640,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.418171,-107.029218,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67640
MSB:Mamm:79148,Dipodomys ordii,MSB:Mamm,Mammal,1,1,34.29136,-106.935975,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79148
MSB:Mamm:65108,Neotoma albigula,MSB:Mamm,Mammal,1,1,34.418171,-107.029218,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:65108
MSB:Mamm:81267,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.418171,-107.029218,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81267
MSB:Mamm:99201,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:99201
MSB:Mamm:259464,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.334181,-106.739406,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259464
MSB:Mamm:79426,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:79426
MSB:Mamm:259960,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.295043,-106.923831,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:259960
MSB:Mamm:85119,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85119
MSB:Mamm:85137,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85137
MSB:Mamm:85277,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85277
MSB:Mamm:85146,Dipodomys merriami,MSB:Mamm,Mammal,5,5,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85146
MSB:Mamm:85158,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85158
MSB:Mamm:85160,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85160
MSB:Mamm:71678,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.418171,-107.029218,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:71678
MSB:Mamm:67668,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67668
MSB:Mamm:71083,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.295043,-106.923831,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71083
MSB:Mamm:142654,,MSB:Mamm,Mammal,2,2,33.0830555556,-103.6238888889,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142654
MSB:Mamm:71228,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71228
MSB:Mamm:71223,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71223
MSB:Mamm:69815,Dipodomys merriami,MSB:Mamm,Mammal,2,1,34.295043,-106.923831,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:69815
MSB:Mamm:71239,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71239
MSB:Mamm:71283,Dipodomys merriami,MSB:Mamm,Mammal,2,1,34.334181,-106.739406,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71283
MSB:Mamm:260182,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260182
MSB:Mamm:260050,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260050
MSB:Mamm:260054,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260054
MSB:Mamm:260098,Dipodomys merriami,MSB:Mamm,Mammal,5,5,34.295043,-106.92383100000002,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260098
MSB:Mamm:260065,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260065
MSB:Mamm:85280,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85280
MSB:Mamm:80000,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.29136,-106.935975,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:80000
MSB:Mamm:85351,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.418171,-107.029218,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85351
MSB:Mamm:85173,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.334181,-106.73940599999999,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85173
MSB:Mamm:85175,Dipodomys merriami,MSB:Mamm,Mammal,5,5,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85175
MSB:Mamm:142655,,MSB:Mamm,Mammal,2,2,33.0830555556,-103.6238888889,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142655
MSB:Mamm:85185,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85185
MSB:Mamm:71277,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71277
MSB:Mamm:71088,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71088
MSB:Mamm:79981,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:79981
MSB:Mamm:71250,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71250
MSB:Mamm:71240,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71240
MSB:Mamm:79470,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.288474,-106.904267,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79470
MSB:Mamm:71102,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.295043,-106.923831,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:71102
MSB:Mamm:81330,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81330
MSB:Mamm:260075,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260075
MSB:Mamm:260856,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260856
MSB:Mamm:260915,Dipodomys merriami,MSB:Mamm,Mammal,6,3,34.334181,-106.73940599999999,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260915
MSB:Mamm:260497,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.295043,-106.923831,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260497
MSB:Mamm:260440,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260440
MSB:Mamm:260442,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260442
MSB:Mamm:85196,Dipodomys merriami,MSB:Mamm,Mammal,9,7,34.331126,-106.732365,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85196
MSB:Mamm:142656,,MSB:Mamm,Mammal,5,5,33.0833333333,-103.70222222219999,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142656
MSB:Mamm:85203,Dipodomys merriami,MSB:Mamm,Mammal,5,5,34.334181,-106.739406,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85203
MSB:Mamm:140536,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:140536
MSB:Mamm:140545,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.418171,-107.02921799999999,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:140545
MSB:Mamm:140239,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.288474,-106.904267,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:140239
MSB:Mamm:71304,Dipodomys ordii,MSB:Mamm,Mammal,2,1,34.294287,-106.931769,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71304
MSB:Mamm:260973,Dipodomys ordii,MSB:Mamm,Mammal,3,2,34.29136,-106.935975,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:260973
MSB:Mamm:260871,Dipodomys spectabilis,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260871
MSB:Mamm:260283,Neotoma albigula,MSB:Mamm,Mammal,3,3,34.294287,-106.93176899999999,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260283
MSB:Mamm:259722,Neotoma albigula,MSB:Mamm,Mammal,3,3,34.288474,-106.904267,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259722
MSB:Mamm:259673,Neotoma albigula,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259673
MSB:Mamm:259744,Neotoma albigula,MSB:Mamm,Mammal,5,4,34.288474,-106.904267,True,1995.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259744
MSB:Mamm:65114,Eutamias dorsalis,MSB:Mamm,Mammal,1,1,34.420147,-107.026808,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:65114
MSB:Mamm:261538,Neotoma albigula,MSB:Mamm,Mammal,2,2,34.36988503,-106.5318543,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261538
MSB:Mamm:260884,Dipodomys spectabilis,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260884
MSB:Mamm:261134,Dipodomys spectabilis,MSB:Mamm,Mammal,2,2,34.336205,-106.720344,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261134
MSB:Mamm:260508,Neotoma albigula,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260508
MSB:Mamm:79436,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:79436
MSB:Mamm:85147,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85147
MSB:Mamm:85423,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.294287,-106.931769,True,1994.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85423
MSB:Mamm:65585,Dipodomys ordii,MSB:Mamm,Mammal,5,2,34.304801,-106.613816,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65585
MSB:Mamm:261148,Dipodomys ordii,MSB:Mamm,Mammal,2,1,34.335185,-106.725265,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261148
MSB:Mamm:85429,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.29136,-106.935975,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85429
MSB:Mamm:79167,Dipodomys ordii,MSB:Mamm,Mammal,4,3,34.29136,-106.935975,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79167
MSB:Mamm:81411,Dipodomys ordii,MSB:Mamm,Mammal,1,1,34.29136,-106.935975,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81411
MSB:Mamm:85446,Dipodomys ordii,MSB:Mamm,Mammal,3,3,34.294287,-106.93176899999999,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85446
MSB:Mamm:85470,Dipodomys ordii,MSB:Mamm,Mammal,3,3,34.294287,-106.93176899999999,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85470
MSB:Mamm:85474,Dipodomys ordii,MSB:Mamm,Mammal,6,5,34.29136,-106.935975,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85474
MSB:Mamm:79440,Dipodomys spectabilis,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:79440
MSB:Mamm:69647,Dipodomys spectabilis,MSB:Mamm,Mammal,5,4,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69647
MSB:Mamm:140040,Dipodomys spectabilis,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:140040
MSB:Mamm:259829,Dipodomys merriami,MSB:Mamm,Mammal,6,6,34.336205,-106.720344,True,1995.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:259829
MSB:Mamm:259772,Dipodomys ordii,MSB:Mamm,Mammal,4,4,34.294287,-106.931769,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:259772
MSB:Mamm:259627,Dipodomys spectabilis,MSB:Mamm,Mammal,4,3,34.336205,-106.720344,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259627
MSB:Mamm:259692,Perognathus flavus,MSB:Mamm,Mammal,1,1,34.295043,-106.923831,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259692
MSB:Mamm:259781,Peromyscus truei,MSB:Mamm,Mammal,1,1,34.37406081,-106.53227968,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:259781
MSB:Mamm:259832,Peromyscus truei,MSB:Mamm,Mammal,4,4,34.336205,-106.720344,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:259832
MSB:Mamm:85027,Dipodomys ordii,MSB:Mamm,Mammal,3,3,34.335185,-106.725265,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85027
MSB:Mamm:85224,Dipodomys spectabilis,MSB:Mamm,Mammal,4,4,34.331126,-106.732365,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85224
MSB:Mamm:259804,Peromyscus boylii,MSB:Mamm,Mammal,2,2,34.37406081,-106.53227968,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:259804
MSB:Mamm:259836,Dipodomys ordii,MSB:Mamm,Mammal,4,3,34.29136,-106.935975,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:259836
MSB:Mamm:260041,Perognathus flavus,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260041
MSB:Mamm:259834,Peromyscus leucopus,MSB:Mamm,Mammal,1,1,34.336205,-106.720344,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:259834
MSB:Mamm:260510,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.288474,-106.904267,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260510
MSB:Mamm:259809,Peromyscus truei,MSB:Mamm,Mammal,4,4,34.37406081,-106.53227968,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:259809
MSB:Mamm:85030,Dipodomys merriami,MSB:Mamm,Mammal,7,5,34.336205,-106.720344,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85030
MSB:Mamm:85192,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85192
MSB:Mamm:261469,Peromyscus truei,MSB:Mamm,Mammal,1,1,34.37406081,-106.53227968,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261469
MSB:Mamm:69806,Dipodomys ordii,MSB:Mamm,Mammal,1,1,34.295043,-106.923831,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:69806
MSB:Mamm:232353,,MSB:Mamm,Mammal,2,2,33.03327,-103.70427,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:232353
MSB:Mamm:260459,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.295043,-106.923831,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260459
MSB:Mamm:140518,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.418171,-107.029218,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:140518
MSB:Mamm:259777,Neotoma albigula,MSB:Mamm,Mammal,1,1,34.420524,-107.035359,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:259777
MSB:Mamm:85547,Neotoma albigula,MSB:Mamm,Mammal,4,4,34.294287,-106.931769,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85547
MSB:Mamm:71008,Dipodomys spectabilis,MSB:Mamm,Mammal,4,4,34.336205,-106.720344,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71008
MSB:Mamm:85222,Dipodomys spectabilis,MSB:Mamm,Mammal,5,4,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85222
MSB:Mamm:85050,Dipodomys spectabilis,MSB:Mamm,Mammal,6,6,34.336205,-106.720344,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85050
MSB:Mamm:85052,Dipodomys spectabilis,MSB:Mamm,Mammal,5,4,34.335185,-106.725265,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85052
MSB:Mamm:85377,Eutamias dorsalis,MSB:Mamm,Mammal,2,2,34.420524,-107.035359,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85377
MSB:Mamm:261476,Peromyscus truei,MSB:Mamm,Mammal,4,2,34.37406081,-106.53227968,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261476
MSB:Mamm:261490,Peromyscus boylii,MSB:Mamm,Mammal,1,1,34.36988503,-106.5318543,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261490
MSB:Mamm:261456,Peromyscus truei,MSB:Mamm,Mammal,1,1,34.37406081,-106.53227968,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261456
MSB:Mamm:261475,Peromyscus truei,MSB:Mamm,Mammal,4,1,34.37406081,-106.53227968,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261475
MSB:Mamm:261481,Peromyscus truei,MSB:Mamm,Mammal,4,1,34.36988503,-106.5318543,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261481
MSB:Mamm:259410,Spermophilus spilosoma,MSB:Mamm,Mammal,9,7,34.336205,-106.720344,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259410
MSB:Mamm:63618,Dipodomys ordii,MSB:Mamm,Mammal,8,6,34.304801,-106.613816,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:63618
MSB:Mamm:259465,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259465
MSB:Mamm:259507,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.288474,-106.904267,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259507
MSB:Mamm:260478,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.288474,-106.904267,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260478
MSB:Mamm:142657,,MSB:Mamm,Mammal,2,2,33.0827777778,-103.6208333333,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142657
MSB:Mamm:79151,Dipodomys ordii,MSB:Mamm,Mammal,2,2,34.294287,-106.931769,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79151
MSB:Mamm:81449,Neotoma albigula,MSB:Mamm,Mammal,2,2,34.294287,-106.931769,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81449
MSB:Mamm:85073,Onychomys arenicola,MSB:Mamm,Mammal,3,3,34.335185,-106.725265,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85073
MSB:Mamm:85556,Onychomys leucogaster,MSB:Mamm,Mammal,7,6,34.294287,-106.931769,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85556
MSB:Mamm:71510,Peromyscus truei,MSB:Mamm,Mammal,3,2,34.37406081,-106.53227968,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71510
MSB:Mamm:71544,Dipodomys ordii,MSB:Mamm,Mammal,3,2,34.304801,-106.613816,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:71544
MSB:Mamm:260552,Dipodomys ordii,MSB:Mamm,Mammal,4,3,34.29136,-106.935975,True,1991.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260552
MSB:Mamm:260578,Dipodomys ordii,MSB:Mamm,Mammal,1,1,34.294287,-106.931769,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260578
MSB:Mamm:260649,Neotoma albigula,MSB:Mamm,Mammal,3,3,34.29136,-106.935975,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260649
MSB:Mamm:260709,Neotoma albigula,MSB:Mamm,Mammal,1,1,34.29136,-106.935975,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260709
MSB:Mamm:260731,Neotoma albigula,MSB:Mamm,Mammal,4,4,34.29136,-106.935975,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260731
MSB:Mamm:260555,Dipodomys ordii,MSB:Mamm,Mammal,2,2,34.29136,-106.935975,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:260555
MSB:Mamm:79846,Peromyscus truei,MSB:Mamm,Mammal,1,1,34.418171,-107.029218,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:79846
